SLURM_JOB_ID,SLURM_JOB_NAME,SLURM_JOB_NUM_NODES,SLURM_NTASKS,SLURM_CPU_FREQ_REQ,OMP_NUM_THREADS,PROG,QREG_SIZE,INIT,MAX_DIM,CUTOFF,DEPTH,OUTPUT,HAS_ERRORS
2651658,quest-energy,1,1,,1,bench,56,|0..0>,256,1E-16,57,"Full simulation time: 886571 ms
Norm: 0.798804
Max link dim: 256
Avg link dim: 202.490909
Amplitude: (1.07911e-09,-1.4665e-09)

Overlap time: 321809 ms
Amplitude: (-3.52066e-09,-1.25579e-09)

JobID           Elapsed ConsumedEnergy 
------------ ---------- -------------- 
2651658.0      00:20:10        291.10K ",FALSE
2651659,quest-energy,1,1,,1,qft,56,|0..0>,16777216,1E-16,57,"Full simulation time: 11736.6 ms
Norm: 1.000000
Max link dim: 1
Avg link dim: 1.000000

JobID           Elapsed ConsumedEnergy 
------------ ---------- -------------- 
2651659.0      00:00:13          2.72K ",FALSE
2651660,quest-energy,1,1,,1,qft,56,|Wn>,16777216,1E-16,57,"Full simulation time: 69114.5 ms
Norm: 1.000000
Max link dim: 57
Avg link dim: 23.945455

JobID           Elapsed ConsumedEnergy 
------------ ---------- -------------- 
2651660.0      00:01:11         17.39K ",FALSE
2651661,quest-energy,1,1,,1,bench,58,|0..0>,256,1E-16,59,"Full simulation time: 962006 ms
Norm: 0.724377
Max link dim: 256
Avg link dim: 204.771930
Amplitude: (-2.53826e-10,-9.18305e-10)

Overlap time: 356316 ms
Amplitude: (-9.43144e-10,-6.80341e-10)

JobID           Elapsed ConsumedEnergy 
------------ ---------- -------------- 
2651661.0      00:22:01        303.53K ",FALSE
2651662,quest-energy,1,1,,1,qft,58,|0..0>,16777216,1E-16,59,"Full simulation time: 12803.1 ms
Norm: 1.000000
Max link dim: 1
Avg link dim: 1.000000

JobID           Elapsed ConsumedEnergy 
------------ ---------- -------------- 
2651662.0      00:00:14          3.35K ",FALSE
2651663,quest-energy,1,1,,1,qft,58,|Wn>,16777216,1E-16,59,"Full simulation time: 89085.5 ms
Norm: 1.000000
Max link dim: 65
Avg link dim: 25.859649

JobID           Elapsed ConsumedEnergy 
------------ ---------- -------------- 
2651663.0      00:01:32         21.63K ",FALSE
2651664,quest-energy,1,1,,1,bench,60,|0..0>,256,1E-16,61,"Full simulation time: 1.05999e+06 ms
Norm: 0.672515
Max link dim: 256
Avg link dim: 206.779661
Amplitude: (4.20974e-10,3.59716e-10)

Overlap time: 406399 ms
Amplitude: (7.3589e-11,-1.8478e-10)

JobID           Elapsed ConsumedEnergy 
------------ ---------- -------------- 
2651664.0      00:24:28        382.82K ",FALSE
2651665,quest-energy,1,1,,1,qft,60,|0..0>,16777216,1E-16,61,"Full simulation time: 13835.5 ms
Norm: 1.000000
Max link dim: 1
Avg link dim: 1.000000

JobID           Elapsed ConsumedEnergy 
------------ ---------- -------------- 
2651665.0      00:00:16          3.50K ",FALSE
2651666,quest-energy,1,1,,1,qft,60,|Wn>,16777216,1E-16,61,"Full simulation time: 106931 ms
Norm: 1.000000
Max link dim: 60
Avg link dim: 24.796610

JobID           Elapsed ConsumedEnergy 
------------ ---------- -------------- 
2651666.0      00:01:48         24.80K ",FALSE
2651754,quest-energy,1,1,,1,bench,62,|0..0>,256,1E-16,63,"Full simulation time: 1.15463e+06 ms
Norm: 0.651429
Max link dim: 256
Avg link dim: 208.524590
Amplitude: (-3.03277e-10,9.48641e-11)

Overlap time: 451477 ms
Amplitude: (4.04018e-10,-7.53499e-11)

JobID           Elapsed ConsumedEnergy 
------------ ---------- -------------- 
2651754.0      00:26:48        393.44K ",FALSE
2651755,quest-energy,1,1,,1,qft,62,|0..0>,16777216,1E-16,63,"Full simulation time: 15082.8 ms
Norm: 1.000000
Max link dim: 1
Avg link dim: 1.000000

JobID           Elapsed ConsumedEnergy 
------------ ---------- -------------- 
2651755.0      00:00:17          3.80K ",FALSE
2651756,quest-energy,1,1,,1,qft,62,|Wn>,16777216,1E-16,63,"Full simulation time: 136141 ms
Norm: 1.000000
Max link dim: 62
Avg link dim: 26.295082

JobID           Elapsed ConsumedEnergy 
------------ ---------- -------------- 
2651756.0      00:02:18         33.72K ",FALSE
2651757,quest-energy,1,1,,1,bench,64,|0..0>,256,1E-16,65,"Full simulation time: 1.27488e+06 ms
Norm: 0.565164
Max link dim: 256
Avg link dim: 210.079365
Amplitude: (-4.28269e-11,-1.35559e-11)

Overlap time: 507127 ms
Amplitude: (-1.00899e-10,7.64897e-11)

JobID           Elapsed ConsumedEnergy 
------------ ---------- -------------- 
2651757.0      00:29:43        447.26K ",FALSE
2651758,quest-energy,1,1,,1,qft,64,|0..0>,16777216,1E-16,65,"Full simulation time: 17094.3 ms
Norm: 1.000000
Max link dim: 1
Avg link dim: 1.000000

JobID           Elapsed ConsumedEnergy 
------------ ---------- -------------- 
2651758.0      00:00:20          4.42K ",FALSE
2651759,quest-energy,1,1,,1,qft,64,|Wn>,16777216,1E-16,65,"Full simulation time: 165921 ms
Norm: 1.000000
Max link dim: 62
Avg link dim: 26.761905

JobID           Elapsed ConsumedEnergy 
------------ ---------- -------------- 
2651759.0      00:02:47         40.36K ",FALSE
2651760,quest-energy,1,1,,1,bench,66,|0..0>,256,1E-16,67,"Full simulation time: 1.35858e+06 ms
Norm: 0.486104
Max link dim: 256
Avg link dim: 211.400000
Amplitude: (2.48065e-11,2.14107e-11)

Overlap time: 550866 ms
Amplitude: (1.18594e-14,-4.03074e-11)

JobID           Elapsed ConsumedEnergy 
------------ ---------- -------------- 
2651760.0      00:31:51        454.06K ",FALSE
2651761,quest-energy,1,1,,1,qft,66,|0..0>,16777216,1E-16,67,"Full simulation time: 18182.9 ms
Norm: 1.000000
Max link dim: 1
Avg link dim: 1.000000

JobID           Elapsed ConsumedEnergy 
------------ ---------- -------------- 
2651761.0      00:00:21          4.43K ",FALSE
2651762,quest-energy,1,1,,1,qft,66,|Wn>,16777216,1E-16,67,"Full simulation time: 184707 ms
Norm: 1.000000
Max link dim: 73
Avg link dim: 26.738462

JobID           Elapsed ConsumedEnergy 
------------ ---------- -------------- 
2651762.0      00:03:08         44.62K ",FALSE
2651763,quest-energy,1,1,,1,bench,68,|0..0>,256,1E-16,69,"Full simulation time: 1.47495e+06 ms
Norm: 0.422174
Max link dim: 256
Avg link dim: 213.044776
Amplitude: (1.80635e-13,-1.90983e-11)

Overlap time: 609409 ms
Amplitude: (2.85686e-11,-1.66646e-11)

JobID           Elapsed ConsumedEnergy 
------------ ---------- -------------- 
2651763.0      00:34:46        511.09K ",FALSE
2651764,quest-energy,1,1,,1,qft,68,|0..0>,16777216,1E-16,69,"Full simulation time: 20357.6 ms
Norm: 1.000000
Max link dim: 1
Avg link dim: 1.000000

JobID           Elapsed ConsumedEnergy 
------------ ---------- -------------- 
2651764.0      00:00:23          5.09K ",FALSE
2651765,quest-energy,1,1,,1,qft,68,|Wn>,16777216,1E-16,69,"Full simulation time: 231379 ms
Norm: 1.000000
Max link dim: 76
Avg link dim: 30.238806

JobID           Elapsed ConsumedEnergy 
------------ ---------- -------------- 
2651765.0      00:03:53         56.22K ",FALSE
2651766,quest-energy,1,1,,1,bench,70,|0..0>,256,1E-16,71,"Full simulation time: 1.57934e+06 ms
Norm: 0.364903
Max link dim: 256
Avg link dim: 214.304348
Amplitude: (7.67351e-12,-7.57892e-12)

Overlap time: 662649 ms
Amplitude: (6.86969e-12,5.67398e-12)

JobID           Elapsed ConsumedEnergy 
------------ ---------- -------------- 
2651766.0      00:37:25        506.36K ",FALSE
2651767,quest-energy,1,1,,1,qft,70,|0..0>,16777216,1E-16,71,"Full simulation time: 20230.6 ms
Norm: 1.000000
Max link dim: 1
Avg link dim: 1.000000

JobID           Elapsed ConsumedEnergy 
------------ ---------- -------------- 
2651767.0      00:00:23          4.93K ",FALSE
2651768,quest-energy,1,1,,1,qft,70,|Wn>,16777216,1E-16,71,"Full simulation time: 288459 ms
Norm: 1.000000
Max link dim: 84
Avg link dim: 31.115942

JobID           Elapsed ConsumedEnergy 
------------ ---------- -------------- 
2651768.0      00:04:51         69.72K ",FALSE
2651771,quest-energy,1,1,,1,qft,72,|0..0>,16777216,1E-16,73,"Full simulation time: 24923.1 ms
Norm: 1.000000
Max link dim: 1
Avg link dim: 1.000000

JobID           Elapsed ConsumedEnergy 
------------ ---------- -------------- 
2651771.0      00:00:26          6.40K ",FALSE
2651772,quest-energy,1,1,,1,qft,72,|Wn>,16777216,1E-16,73,"Full simulation time: 346768 ms
Norm: 1.000000
Max link dim: 82
Avg link dim: 29.830986

JobID           Elapsed ConsumedEnergy 
------------ ---------- -------------- 
2651772.0      00:05:50         86.96K ",FALSE
2651773,quest-energy,1,1,,1,qft,74,|0..0>,16777216,1E-16,75,"Full simulation time: 26342.6 ms
Norm: 1.000000
Max link dim: 1
Avg link dim: 1.000000

JobID           Elapsed ConsumedEnergy 
------------ ---------- -------------- 
2651773.0      00:00:30          6.52K ",FALSE
2651774,quest-energy,1,1,,1,qft,74,|Wn>,16777216,1E-16,75,"Full simulation time: 456392 ms
Norm: 1.000000
Max link dim: 87
Avg link dim: 32.095890

JobID           Elapsed ConsumedEnergy 
------------ ---------- -------------- 
2651774.0      00:07:40        109.73K ",FALSE
2651775,quest-energy,1,1,,1,qft,76,|0..0>,16777216,1E-16,77,"Full simulation time: 27884.2 ms
Norm: 1.000000
Max link dim: 1
Avg link dim: 1.000000

JobID           Elapsed ConsumedEnergy 
------------ ---------- -------------- 
2651775.0      00:00:31          6.91K ",FALSE
2651776,quest-energy,1,1,,1,qft,76,|Wn>,16777216,1E-16,77,"Full simulation time: 596460 ms
Norm: 1.000000
Max link dim: 106
Avg link dim: 34.853333

JobID           Elapsed ConsumedEnergy 
------------ ---------- -------------- 
2651776.0      00:09:58        150.47K ",FALSE
2651777,quest-energy,1,1,,1,qft,78,|0..0>,16777216,1E-16,79,"Full simulation time: 30179.6 ms
Norm: 1.000000
Max link dim: 1
Avg link dim: 1.000000

JobID           Elapsed ConsumedEnergy 
------------ ---------- -------------- 
2651777.0      00:00:32          7.65K ",FALSE
2651778,quest-energy,1,1,,1,qft,78,|Wn>,16777216,1E-16,79,"Full simulation time: 627008 ms
Norm: 1.000000
Max link dim: 125
Avg link dim: 38.077922

JobID           Elapsed ConsumedEnergy 
------------ ---------- -------------- 
2651778.0      00:10:29        151.43K ",FALSE
2651779,quest-energy,1,1,,1,qft,80,|0..0>,16777216,1E-16,81,"Full simulation time: 32779.9 ms
Norm: 1.000000
Max link dim: 1
Avg link dim: 1.000000

JobID           Elapsed ConsumedEnergy 
------------ ---------- -------------- 
2651779.0      00:00:34          8.30K ",FALSE
2651780,quest-energy,1,1,,1,qft,80,|Wn>,16777216,1E-16,81,"Full simulation time: 817609 ms
Norm: 1.000000
Max link dim: 153
Avg link dim: 43.443038

JobID           Elapsed ConsumedEnergy 
------------ ---------- -------------- 
2651780.0      00:13:39        198.30K ",FALSE
2651781,quest-energy,1,1,,1,qft,82,|0..0>,16777216,1E-16,83,"Full simulation time: 35465.7 ms
Norm: 1.000000
Max link dim: 1
Avg link dim: 1.000000

JobID           Elapsed ConsumedEnergy 
------------ ---------- -------------- 
2651781.0      00:00:36          8.92K ",FALSE
2651782,quest-energy,1,1,,1,qft,82,|Wn>,16777216,1E-16,83,"Full simulation time: 862174 ms
Norm: 1.000000
Max link dim: 122
Avg link dim: 41.987654

JobID           Elapsed ConsumedEnergy 
------------ ---------- -------------- 
2651782.0      00:14:23        194.59K ",FALSE
2651783,quest-energy,1,1,,1,qft,84,|0..0>,16777216,1E-16,85,"Full simulation time: 37657.8 ms
Norm: 1.000000
Max link dim: 1
Avg link dim: 1.000000

JobID           Elapsed ConsumedEnergy 
------------ ---------- -------------- 
2651783.0      00:00:40          9.22K ",FALSE
2651784,quest-energy,1,1,,1,qft,84,|Wn>,16777216,1E-16,85,"Full simulation time: 952616 ms
Norm: 1.000000
Max link dim: 133
Avg link dim: 38.783133

JobID           Elapsed ConsumedEnergy 
------------ ---------- -------------- 
2651784.0      00:15:54        230.26K ",FALSE
2651785,quest-energy,1,1,,1,qft,86,|0..0>,16777216,1E-16,87,"Full simulation time: 41559.9 ms
Norm: 1.000000
Max link dim: 1
Avg link dim: 1.000000

JobID           Elapsed ConsumedEnergy 
------------ ---------- -------------- 
2651785.0      00:00:44         10.11K ",FALSE
2651786,quest-energy,1,1,,1,qft,86,|Wn>,16777216,1E-16,87,"Full simulation time: 1.05053e+06 ms
Norm: 1.000000
Max link dim: 123
Avg link dim: 44.505882

JobID           Elapsed ConsumedEnergy 
------------ ---------- -------------- 
2651786.0      00:17:31        250.29K ",FALSE
2651787,quest-energy,1,1,,1,qft,88,|0..0>,16777216,1E-16,89,"Full simulation time: 40099.2 ms
Norm: 1.000000
Max link dim: 1
Avg link dim: 1.000000

JobID           Elapsed ConsumedEnergy 
------------ ---------- -------------- 
2651787.0      00:00:42         10.47K ",FALSE
2651788,quest-energy,1,1,,1,qft,88,|Wn>,16777216,1E-16,89,"Full simulation time: 1.19719e+06 ms
Norm: 1.000000
Max link dim: 106
Avg link dim: 42.862069

JobID           Elapsed ConsumedEnergy 
------------ ---------- -------------- 
2651788.0      00:19:59        287.88K ",FALSE
2651789,quest-energy,1,1,,1,qft,90,|0..0>,16777216,1E-16,91,"Full simulation time: 46652.3 ms
Norm: 1.000000
Max link dim: 1
Avg link dim: 1.000000

JobID           Elapsed ConsumedEnergy 
------------ ---------- -------------- 
2651789.0      00:00:48         11.61K ",FALSE
2651790,quest-energy,1,1,,1,qft,90,|Wn>,16777216,1E-16,91,"Full simulation time: 1.37138e+06 ms
Norm: 1.000000
Max link dim: 165
Avg link dim: 52.404494

JobID           Elapsed ConsumedEnergy 
------------ ---------- -------------- 
2651790.0      00:22:52        324.02K ",FALSE
