SLURM_JOB_ID,SLURM_JOB_NAME,SLURM_JOB_NUM_NODES,SLURM_NTASKS,SLURM_CPU_FREQ_REQ,OMP_NUM_THREADS,PROG,QREG_SIZE,DEPTH,OUTPUT,HAS_ERRORS
2510928,quest-energy,1,1,Low,128,rand,33,34,"1.62638e+06

JobID           Elapsed ConsumedEnergy 
------------ ---------- -------------- 
2510928.0      00:27:13        586.68K ",FALSE
2510929,quest-energy,1,1,Medium,128,rand,33,34,"1.57283e+06

JobID           Elapsed ConsumedEnergy 
------------ ---------- -------------- 
2510929.0      00:26:19        590.47K ",FALSE
2510930,quest-energy,1,1,Highm1,128,rand,33,34,"1.57886e+06

JobID           Elapsed ConsumedEnergy 
------------ ---------- -------------- 
2510930.0      00:26:25        609.49K ",FALSE
2510931,quest-energy,1,1,High,128,rand,33,34,"1.52367e+06

JobID           Elapsed ConsumedEnergy 
------------ ---------- -------------- 
2510931.0      00:25:29        771.67K ",FALSE
2510932,quest-energy,2,2,Low,128,rand,33,34,"1.22451e+06

JobID           Elapsed ConsumedEnergy 
------------ ---------- -------------- 
2510932.0      00:20:34        818.24K ",FALSE
2510933,quest-energy,2,2,Medium,128,rand,33,34,"1.16327e+06

JobID           Elapsed ConsumedEnergy 
------------ ---------- -------------- 
2510933.0      00:19:30        830.20K ",FALSE
2510934,quest-energy,2,2,Highm1,128,rand,33,34,"1.16528e+06

JobID           Elapsed ConsumedEnergy 
------------ ---------- -------------- 
2510934.0      00:19:35        823.63K ",FALSE
2510935,quest-energy,2,2,High,128,rand,33,34,"1.10187e+06

JobID           Elapsed ConsumedEnergy 
------------ ---------- -------------- 
2510935.0      00:18:27          1.15M ",FALSE
2510936,quest-energy,4,4,Low,128,rand,33,34,"814781

JobID           Elapsed ConsumedEnergy 
------------ ---------- -------------- 
2510936.0      00:13:44          1.09M ",FALSE
2510937,quest-energy,4,4,Medium,128,rand,33,34,"767981

JobID           Elapsed ConsumedEnergy 
------------ ---------- -------------- 
2510937.0      00:12:57          1.06M ",FALSE
2510938,quest-energy,4,4,Highm1,128,rand,33,34,"765175

JobID           Elapsed ConsumedEnergy 
------------ ---------- -------------- 
2510938.0      00:12:55          1.07M ",FALSE
2510939,quest-energy,4,4,High,128,rand,33,34,"724570

JobID           Elapsed ConsumedEnergy 
------------ ---------- -------------- 
2510939.0      00:12:14          1.40M ",FALSE
2510940,quest-energy,8,8,Low,128,rand,33,34,"526377

JobID           Elapsed ConsumedEnergy 
------------ ---------- -------------- 
2510940.0      00:08:55          1.37M ",FALSE
2510941,quest-energy,8,8,Medium,128,rand,33,34,"498405

JobID           Elapsed ConsumedEnergy 
------------ ---------- -------------- 
2510941.0      00:08:27          1.40M ",FALSE
2510942,quest-energy,8,8,Highm1,128,rand,33,34,"495633

JobID           Elapsed ConsumedEnergy 
------------ ---------- -------------- 
2510942.0      00:08:20          1.38M ",FALSE
2510943,quest-energy,8,8,High,128,rand,33,34,"470513

JobID           Elapsed ConsumedEnergy 
------------ ---------- -------------- 
2510943.0      00:07:54          1.77M ",FALSE
2510944,quest-energy,16,16,Low,128,rand,33,34,"324146

JobID           Elapsed ConsumedEnergy 
------------ ---------- -------------- 
2510944.0      00:05:32          1.68M ",FALSE
2510945,quest-energy,16,16,Medium,128,rand,33,34,"304001

JobID           Elapsed ConsumedEnergy 
------------ ---------- -------------- 
2510945.0      00:05:11          1.67M ",FALSE
2510946,quest-energy,16,16,Highm1,128,rand,33,34,"305179

JobID           Elapsed ConsumedEnergy 
------------ ---------- -------------- 
2510946.0      00:05:13          1.68M ",FALSE
2510949,quest-energy,16,16,High,128,rand,33,34,"287049

JobID           Elapsed ConsumedEnergy 
------------ ---------- -------------- 
2510949.0      00:04:54          2.19M ",FALSE
2510950,quest-energy,32,32,Low,128,rand,33,34,"191815

JobID           Elapsed ConsumedEnergy 
------------ ---------- -------------- 
2510950.0      00:03:21          2.00M ",FALSE
2510951,quest-energy,32,32,Medium,128,rand,33,34,"179125

JobID           Elapsed ConsumedEnergy 
------------ ---------- -------------- 
2510951.0      00:03:07          1.98M ",FALSE
2510953,quest-energy,32,32,Highm1,128,rand,33,34,"179356

JobID           Elapsed ConsumedEnergy 
------------ ---------- -------------- 
2510953.0      00:03:09          2.00M ",FALSE
2510954,quest-energy,32,32,High,128,rand,33,34,"169530

JobID           Elapsed ConsumedEnergy 
------------ ---------- -------------- 
2510954.0      00:02:56          2.43M ",FALSE
2510955,quest-energy,64,64,Low,128,rand,33,34,"110695

JobID           Elapsed ConsumedEnergy 
------------ ---------- -------------- 
2510955.0      00:02:02          2.39M ",FALSE
2510956,quest-energy,64,64,Medium,128,rand,33,34,"103358

JobID           Elapsed ConsumedEnergy 
------------ ---------- -------------- 
2510956.0      00:01:53          2.47M ",FALSE
2510957,quest-energy,64,64,Highm1,128,rand,33,34,"103416

JobID           Elapsed ConsumedEnergy 
------------ ---------- -------------- 
2510957.0      00:01:53          2.36M ",FALSE
2510958,quest-energy,64,64,High,128,rand,33,34,"104085

JobID           Elapsed ConsumedEnergy 
------------ ---------- -------------- 
2510958.0      00:01:53          3.19M ",FALSE
2510960,quest-energy,128,128,Low,128,rand,33,34,"61711.4

JobID           Elapsed ConsumedEnergy 
------------ ---------- -------------- 
2510960.0      00:01:12          2.77M ",FALSE
2510962,quest-energy,128,128,Medium,128,rand,33,34,"57619.3

JobID           Elapsed ConsumedEnergy 
------------ ---------- -------------- 
2510962.0      00:01:07          2.86M ",FALSE
2510963,quest-energy,128,128,Highm1,128,rand,33,34,"57492.2

JobID           Elapsed ConsumedEnergy 
------------ ---------- -------------- 
2510963.0      00:01:07          2.76M ",FALSE
2510968,quest-energy,128,128,High,128,rand,33,34,"53939.9

JobID           Elapsed ConsumedEnergy 
------------ ---------- -------------- 
2510968.0      00:01:03          3.46M ",FALSE
2510969,quest-energy,4,4,Low,128,rand,34,35,"1.66531e+06

JobID           Elapsed ConsumedEnergy 
------------ ---------- -------------- 
2510969.0      00:27:56          2.21M ",FALSE
2510971,quest-energy,4,4,Medium,128,rand,34,35,"1.56418e+06

JobID           Elapsed ConsumedEnergy 
------------ ---------- -------------- 
2510971.0      00:26:15          2.22M ",FALSE
2510972,quest-energy,4,4,Highm1,128,rand,34,35,"1.55963e+06

JobID           Elapsed ConsumedEnergy 
------------ ---------- -------------- 
2510972.0      00:26:10          2.23M ",FALSE
2510973,quest-energy,4,4,High,128,rand,34,35,"1.4762e+06

JobID           Elapsed ConsumedEnergy 
------------ ---------- -------------- 
2510973.0      00:24:43          2.88M ",FALSE
2510974,quest-energy,8,8,Low,128,rand,34,35,"1.0795e+06

JobID           Elapsed ConsumedEnergy 
------------ ---------- -------------- 
2510974.0      00:18:07          2.77M ",FALSE
2510976,quest-energy,8,8,Medium,128,rand,34,35,"1.01131e+06

JobID           Elapsed ConsumedEnergy 
------------ ---------- -------------- 
2510976.0      00:17:00          2.81M ",FALSE
2510978,quest-energy,8,8,Highm1,128,rand,34,35,"1.00715e+06

JobID           Elapsed ConsumedEnergy 
------------ ---------- -------------- 
2510978.0      00:16:53          2.82M ",FALSE
2510980,quest-energy,8,8,High,128,rand,34,35,"971948

JobID           Elapsed ConsumedEnergy 
------------ ---------- -------------- 
2510980.0      00:16:17          3.67M ",FALSE
2510981,quest-energy,16,16,Low,128,rand,34,35,"653339

JobID           Elapsed ConsumedEnergy 
------------ ---------- -------------- 
2510981.0      00:10:59          3.37M ",FALSE
2510982,quest-energy,16,16,Medium,128,rand,34,35,"613182

JobID           Elapsed ConsumedEnergy 
------------ ---------- -------------- 
2510982.0      00:10:18          3.36M ",FALSE
2510989,quest-energy,16,16,Highm1,128,rand,34,35,"612165

JobID           Elapsed ConsumedEnergy 
------------ ---------- -------------- 
2510989.0      00:10:20          3.37M ",FALSE
2511018,quest-energy,16,16,High,128,rand,34,35,"577608

JobID           Elapsed ConsumedEnergy 
------------ ---------- -------------- 
2511018.0      00:09:45          4.34M ",FALSE
2511019,quest-energy,32,32,Low,128,rand,34,35,"396190

JobID           Elapsed ConsumedEnergy 
------------ ---------- -------------- 
2511019.0      00:06:48          4.05M ",FALSE
2511020,quest-energy,32,32,Medium,128,rand,34,35,"370516

JobID           Elapsed ConsumedEnergy 
------------ ---------- -------------- 
2511020.0      00:06:18          4.09M ",FALSE
2511021,quest-energy,32,32,Highm1,128,rand,34,35,"370516

JobID           Elapsed ConsumedEnergy 
------------ ---------- -------------- 
2511021.0      00:06:18          4.09M ",FALSE
2511022,quest-energy,32,32,High,128,rand,34,35,"349259

JobID           Elapsed ConsumedEnergy 
------------ ---------- -------------- 
2511022.0      00:05:56          5.22M ",FALSE
2511023,quest-energy,64,64,Low,128,rand,34,35,"227546

JobID           Elapsed ConsumedEnergy 
------------ ---------- -------------- 
2511023.0      00:03:57          4.69M ",FALSE
2511024,quest-energy,64,64,Medium,128,rand,34,35,"231247

JobID           Elapsed ConsumedEnergy 
------------ ---------- -------------- 
2511024.0      00:04:01          5.08M ",FALSE
2511027,quest-energy,64,64,Highm1,128,rand,34,35,"212959

JobID           Elapsed ConsumedEnergy 
------------ ---------- -------------- 
2511027.0      00:03:41          4.56M ",FALSE
2511032,quest-energy,64,64,High,128,rand,34,35,"201031

JobID           Elapsed ConsumedEnergy 
------------ ---------- -------------- 
2511032.0      00:03:31          6.10M ",FALSE
2511037,quest-energy,128,128,Low,128,rand,34,35,"129421

JobID           Elapsed ConsumedEnergy 
------------ ---------- -------------- 
2511037.0      00:02:20          5.46M ",FALSE
2511043,quest-energy,128,128,Medium,128,rand,34,35,"120902

JobID           Elapsed ConsumedEnergy 
------------ ---------- -------------- 
2511043.0      00:02:10          5.67M ",FALSE
2511044,quest-energy,128,128,Highm1,128,rand,34,35,"121056

JobID           Elapsed ConsumedEnergy 
------------ ---------- -------------- 
2511044.0      00:02:10          5.67M ",FALSE
2511045,quest-energy,128,128,High,128,rand,34,35,"113947

JobID           Elapsed ConsumedEnergy 
------------ ---------- -------------- 
2511045.0      00:02:03          6.99M ",FALSE
2511047,quest-energy,8,8,Low,128,rand,35,36,"2.17585e+06

JobID           Elapsed ConsumedEnergy 
------------ ---------- -------------- 
2511047.0      00:36:26          5.68M ",FALSE
2511048,quest-energy,8,8,Medium,128,rand,35,36,"2.03339e+06

JobID           Elapsed ConsumedEnergy 
------------ ---------- -------------- 
2511048.0      00:34:02          6.00M ",FALSE
2511049,quest-energy,8,8,Highm1,128,rand,35,36,"2.04361e+06

JobID           Elapsed ConsumedEnergy 
------------ ---------- -------------- 
2511049.0      00:34:15          5.70M ",FALSE
2511050,quest-energy,8,8,High,128,rand,35,36,"1.94345e+06

JobID           Elapsed ConsumedEnergy 
------------ ---------- -------------- 
2511050.0      00:32:33          7.58M ",FALSE
2511051,quest-energy,16,16,Low,128,rand,35,36,"1.32282e+06

JobID           Elapsed ConsumedEnergy 
------------ ---------- -------------- 
2511051.0      00:22:14          6.92M ",FALSE
2511052,quest-energy,16,16,Medium,128,rand,35,36,"1.23188e+06

JobID           Elapsed ConsumedEnergy 
------------ ---------- -------------- 
2511052.0      00:20:41          6.79M ",FALSE
2511053,quest-energy,16,16,Highm1,128,rand,35,36,"1.23787e+06

JobID           Elapsed ConsumedEnergy 
------------ ---------- -------------- 
2511053.0      00:20:45          6.86M ",FALSE
2511063,quest-energy,16,16,High,128,rand,35,36,"1.1584e+06

JobID           Elapsed ConsumedEnergy 
------------ ---------- -------------- 
2511063.0      00:19:27          8.78M ",FALSE
2511064,quest-energy,32,32,Low,128,rand,35,36,"803530

JobID           Elapsed ConsumedEnergy 
------------ ---------- -------------- 
2511064.0      00:13:31          8.18M ",FALSE
2511066,quest-energy,32,32,Medium,128,rand,35,36,"750734

JobID           Elapsed ConsumedEnergy 
------------ ---------- -------------- 
2511066.0      00:12:43          8.30M ",FALSE
2511069,quest-energy,32,32,Highm1,128,rand,35,36,"750510

JobID           Elapsed ConsumedEnergy 
------------ ---------- -------------- 
2511069.0      00:12:40          8.18M ",FALSE
2511079,quest-energy,32,32,High,128,rand,35,36,"707982

JobID           Elapsed ConsumedEnergy 
------------ ---------- -------------- 
2511079.0      00:11:56         10.65M ",FALSE
2511080,quest-energy,64,64,Low,128,rand,35,36,"473631

JobID           Elapsed ConsumedEnergy 
------------ ---------- -------------- 
2511080.0      00:08:03          9.33M ",FALSE
2511081,quest-energy,64,64,Medium,128,rand,35,36,"443874

JobID           Elapsed ConsumedEnergy 
------------ ---------- -------------- 
2511081.0      00:07:34          9.77M ",FALSE
2511082,quest-energy,64,64,Highm1,128,rand,35,36,"443859

JobID           Elapsed ConsumedEnergy 
------------ ---------- -------------- 
2511082.0      00:07:35          9.72M ",FALSE
2511084,quest-energy,64,64,High,128,rand,35,36,"417867

JobID           Elapsed ConsumedEnergy 
------------ ---------- -------------- 
2511084.0      00:07:07         12.55M ",FALSE
2511089,quest-energy,128,128,Low,128,rand,35,36,"277200

JobID           Elapsed ConsumedEnergy 
------------ ---------- -------------- 
2511089.0      00:04:48         11.24M ",FALSE
2511092,quest-energy,128,128,Medium,128,rand,35,36,"249457

JobID           Elapsed ConsumedEnergy 
------------ ---------- -------------- 
2511092.0      00:04:20         10.95M ",FALSE
2511108,quest-energy,128,128,Highm1,128,rand,35,36,"248582

JobID           Elapsed ConsumedEnergy 
------------ ---------- -------------- 
2511108.0      00:04:20         10.90M ",FALSE
2511109,quest-energy,128,128,High,128,rand,35,36,"233993

JobID           Elapsed ConsumedEnergy 
------------ ---------- -------------- 
2511109.0      00:04:03         14.12M ",FALSE
2511116,quest-energy,16,16,Low,128,rand,36,37,"2.69273e+06

JobID           Elapsed ConsumedEnergy 
------------ ---------- -------------- 
2511116.0      00:45:03         14.04M ",FALSE
2511119,quest-energy,16,16,Medium,128,rand,36,37,"2.51155e+06

JobID           Elapsed ConsumedEnergy 
------------ ---------- -------------- 
2511119.0      00:42:03         14.03M ",FALSE
2511121,quest-energy,16,16,Highm1,128,rand,36,37,"2.50568e+06

JobID           Elapsed ConsumedEnergy 
------------ ---------- -------------- 
2511121.0      00:41:59         13.75M ",FALSE
2511122,quest-energy,16,16,High,128,rand,36,37,"2.34993e+06

JobID           Elapsed ConsumedEnergy 
------------ ---------- -------------- 
2511122.0      00:39:21         18.00M ",FALSE
2511124,quest-energy,32,32,Low,128,rand,36,37,"1.61964e+06

JobID           Elapsed ConsumedEnergy 
------------ ---------- -------------- 
2511124.0      00:27:12         16.63M ",FALSE
2511126,quest-energy,32,32,Medium,128,rand,36,37,"1.50582e+06

JobID           Elapsed ConsumedEnergy 
------------ ---------- -------------- 
2511126.0      00:25:17         16.47M ",FALSE
2511127,quest-energy,32,32,Highm1,128,rand,36,37,"1.5104e+06

JobID           Elapsed ConsumedEnergy 
------------ ---------- -------------- 
2511127.0      00:25:22         16.48M ",FALSE
2511129,quest-energy,32,32,High,128,rand,36,37,"1.41436e+06

JobID           Elapsed ConsumedEnergy 
------------ ---------- -------------- 
2511129.0      00:23:41         21.44M ",FALSE
2511135,quest-energy,64,64,Low,128,rand,36,37,"979420

JobID           Elapsed ConsumedEnergy 
------------ ---------- -------------- 
2511135.0      00:16:30         19.83M ",FALSE
2511141,quest-energy,64,64,Medium,128,rand,36,37,"916161

JobID           Elapsed ConsumedEnergy 
------------ ---------- -------------- 
2511141.0      00:15:26         19.94M ",FALSE
2511142,quest-energy,64,64,Highm1,128,rand,36,37,"917409

JobID           Elapsed ConsumedEnergy 
------------ ---------- -------------- 
2511142.0      00:15:27         20.07M ",FALSE
2511143,quest-energy,64,64,High,128,rand,36,37,"862058

JobID           Elapsed ConsumedEnergy 
------------ ---------- -------------- 
2511143.0      00:14:33         26.16M ",FALSE
2511144,quest-energy,128,128,Low,128,rand,36,37,"552739

JobID           Elapsed ConsumedEnergy 
------------ ---------- -------------- 
2511144.0      00:09:24         22.37M ",FALSE
2511145,quest-energy,128,128,Medium,128,rand,36,37,"516422

JobID           Elapsed ConsumedEnergy 
------------ ---------- -------------- 
2511145.0      00:08:46         22.42M ",FALSE
2511146,quest-energy,128,128,Highm1,128,rand,36,37,"515762

JobID           Elapsed ConsumedEnergy 
------------ ---------- -------------- 
2511146.0      00:08:45         23.41M ",FALSE
2511152,quest-energy,128,128,High,128,rand,36,37,"486104

JobID           Elapsed ConsumedEnergy 
------------ ---------- -------------- 
2511152.0      00:08:17         28.98M ",FALSE
